wkt_geom,id,join_segment_id,join_length,distance
Point (121.05743154576047971 14.60596730437285018),,1000324917,0.0031,3.49E-05
Point (121.0574802989493719 14.60592290189513598),,1000324917,0.0031,8.51E-06
Point (121.05745018668565649 14.60588960003096481),,1000324917,0.0031,4.96E-05
Point (121.05742007442192687 14.60590625096367923),,1000324917,0.0031,7.03E-05
Point (121.05739569782748788 14.60587433667487112),,1000324917,0.0031,0.000105569
Point (121.05751041121310152 14.6058382596471521),,1000324917,0.0031,1.56E-05
Point (121.05747026152812396 14.60580079503517759),,1000324917,0.0031,6.75E-05
Point (121.05745018668565649 14.60576471799539888),,1000324917,0.0031,0.000100588
Point (121.05755773048467461 14.60575778010245607),,1000324917,0.0031,5.25E-06
Point (121.0575290521382783 14.60573974157978761),,1000324917,0.0031,3.88E-05
Point (121.05750897729579663 14.60570921484571727),,1000324917,0.0031,6.96E-05
Point (121.05757493749251807 14.60569395147710559),,1000324917,0.0031,1.56E-05
Point (121.05751901471703036 14.60562318493601452),,1000324917,0.0031,9.55E-05
Point (121.05761508717746722 14.60555796869171452),,1000324917,0.0031,3.45E-05
Point (121.05759214450036154 14.60553576741264159),,1000324917,0.0031,6.45E-05
Point (121.05756776790592255 14.60552189161208858),,1000324917,0.0031,9.24E-05
Point (121.05763802985460131 14.60559959608391978),,1000324917,0.0031,3.46E-06
Point (121.05767531170491225 14.60550385307006849),,1000324917,0.0031,1.60E-06
Point (121.05766814211831672 14.6054414119515954),,1000324917,0.0031,3.36E-05
Point (121.05770685788596097 14.60542337340294772),,1000324917,0.0031,5.67E-06
Point (121.05766240644902609 14.60537897081540137),,1000324917,0.0031,6.44E-05
Point (121.05761938892942453 14.60539562178677819),,1000324917,0.0031,9.68E-05
Point (121.05762082284675785 14.60544973743507668),,1000324917,0.0031,7.34E-05
Point (121.05771832922451381 14.60551911645187317),,1000324917,0.0031,4.39E-05
Point (121.05778572333855436 14.60533734338142864),,1000324917,0.0031,3.12E-05
Point (121.05773266839770486 14.60530820417293896),,1000324917,0.0031,2.91E-05
Point (121.05770685788596097 14.60528461528705435),,1000324917,0.0031,6.23E-05
Point (121.05767817953955046 14.60527073947066157),,1000324917,0.0031,9.42E-05
Point (121.05781440168495067 14.60525547607159247),,1000324917,0.0031,2.39E-05
Point (121.05777568591730642 14.60520136037548511),,1000324917,0.0031,3.35E-05
Point (121.05773697014966217 14.60521246103218296),,1000324917,0.0031,6.43E-05
Point (121.05784021219672297 14.60515557016068122),,1000324917,0.0031,6.72E-06
Point (121.05782300518887951 14.60509867927447303),,1000324917,0.0031,3.22E-05
Point (121.05780579818103604 14.6050653772854595),,1000324917,0.0031,6.15E-05
Point (121.05776564849605847 14.60508064069772161),,1000324917,0.0031,9.19E-05
Point (121.05788609755096275 14.60510977993635073),,1000324917,0.0031,2.99E-05
Point (121.05788179579900543 14.60505288903829779),,1000324917,0.0031,2.75E-06
Point (121.05788466363365785 14.60497934712385515),,1000324917,0.0031,2.47E-05
Point (121.05785311745260913 14.60497240920613038),,1000324917,0.0031,5.63E-05
Point (121.0578717583777717 14.6048655652455146),,1000324917,0.0031,8.29E-05
Point (121.05790330455880621 14.60487527833497978),,1000324917,0.0031,5.01E-05
Point (121.05796352908625124 14.60488499142403995),,1000324917,0.0031,8.80E-06
Point (121.05795779341696061 14.60496408370457111),,1000324917,0.0031,3.59E-05
Point (121.05797213259016587 14.60480173636115175),,1000324917,0.0031,1.73E-05
Point (121.05801371619244833 14.60477259708168418),,1000324917,0.0031,8.72E-06
Point (121.0580567337120641 14.60471570609639613),,1000324917,0.0031,2.48E-05
Point (121.05802375361369627 14.60469905507351918),,1000324917,0.0031,1.21E-05
Point (121.05796639692088945 14.60467962887856963),,1000324917,0.0031,7.24E-05
Point (121.05806246938134052 14.60452421925722),,1000324916,0.0036,5.02E-05
Point (121.05809114772773682 14.6045547461557863),,1000324916,0.0036,1.14E-05
Point (121.05814993833786275 14.60457417236176703),,1000324916,0.0036,5.01E-05
Point (121.05817574884962085 14.60451450615223301),,1000324916,0.0036,4.84E-05
Point (121.0581355991646717 14.60452699442999069),,1000324916,0.0036,1.72E-05
Point (121.05813129741268597 14.60447981648808913),,1000324916,0.0036,6.57E-06
Point (121.05807250680257425 14.60445345233966385),,1000324916,0.0036,7.10E-05
Point (121.05812699566072865 14.60441459990466484),,1000324916,0.0036,3.80E-05
Point (121.05812125999146645 14.60435770882674689),,1000324916,0.0036,6.72E-05
Point (121.0581628435937489 14.6043937860973827),,1000324916,0.0036,1.43E-05
Point (121.05823740729438498 14.60437158470075758),,1000324916,0.0036,4.40E-05
Point (121.05823453945974677 14.6043313446636791),,1000324916,0.0036,2.44E-05
Point (121.05817288101499685 14.60430081773408162),,1000324916,0.0036,4.44E-05
Point (121.05822880379045614 14.60426612803623669),,1000324916,0.0036,8.34E-06
Point (121.05827612306202923 14.6042772287401359),,1000324916,0.0036,3.92E-05
Point (121.05819869152675494 14.60420229897786015),,1000324916,0.0036,6.26E-05
Point (121.05822450203852725 14.60421339968498877),,1000324916,0.0036,3.45E-05
Point (121.0582703873927386 14.60418981068166566),,1000324916,0.0036,2.84E-06
Point (121.05831340491236858 14.60414957061133201),,1000324916,0.0036,1.92E-05
Point (121.05829476398717759 14.60410655535558178),,1000324916,0.0036,1.59E-05
Point (121.05828042481398654 14.60407325321630445),,1000324916,0.0036,4.29E-05
Point (121.05823597337708009 14.60408712910829188),,1000324916,0.0036,7.74E-05
Point (121.05831053707771616 14.60393865701873928),,1000324916,0.0036,7.24E-05
Point (121.05832631016825474 14.6039788971276856),,1000324916,0.0036,4.11E-05
Point (121.05836072418391325 14.60398028471751175),,1000324916,0.0036,9.35E-06
Point (121.05837219552246609 14.60404688901915549),,1000324916,0.0036,2.92E-05
Point (121.05840804345547213 14.60399971097424121),,1000324916,0.0036,4.17E-05
Point (121.05842525046331559 14.60393310665831024),,1000324916,0.0036,2.92E-05
Point (121.05839083644762866 14.60383875050955282),,1000324916,0.0036,4.18E-05
Point (121.05843242004991112 14.6037998979659438),,1000324916,0.0036,2.05E-05
Point (121.05841951479402496 14.60376937096257066),,1000324916,0.0036,4.50E-05
Point (121.05840804345545791 14.60372913081529234),,1000324916,0.0036,7.24E-05
Point (121.05849121066003704 14.60382348701109656),,1000324916,0.0036,4.28E-05
Point (121.05848977674273215 14.60375549505054593),,1000324916,0.0036,1.28E-05
Point (121.05855143518748207 14.60369582861886784),,1000324916,0.0036,4.35E-05
Point (121.05845679664435011 14.60362644902679818),,1000324916,0.0036,7.15E-05
Point (121.05849121066003704 14.60361812347427346),,1000324916,0.0036,4.39E-05
Point (121.0585026819986183 14.60367501474354768),,1000324916,0.0036,9.46E-06
Point (121.05845679664435011 14.60368334029391058),,1000324916,0.0036,4.75E-05
Point (121.05857007611263043 14.60357927089168406),,1000324916,0.0036,1.12E-05
Point (121.05849694632932767 14.60354319348741292),,1000324916,0.0036,7.03E-05
Point (121.05855286910481539 14.60348630218404331),,1000324916,0.0036,4.36E-05
Point (121.05858154745121169 14.60350156570589419),,1000324916,0.0036,1.11E-05
Point (121.05854713343552476 14.6034294108659406),,1000324916,0.0036,7.28E-05
Point (121.05862456497081325 14.60348213940517148),,1000324916,0.0036,1.97E-05
Point (121.05859015095512632 14.60335031803342964),,1000324916,0.0036,6.72E-05
Point (121.05860592404563647 14.60337113193947545),,1000324916,0.0036,4.41E-05
Point (121.05861739538418931 14.60340304659160537),,1000324916,0.0036,2.02E-05
Point (121.05865180939987624 14.60336696915842936),,1000324916,0.0036,4.23E-06
Point (121.05867045032505303 14.60336835675211198),,1000324916,0.0036,1.33E-05
Point (121.05865180939987624 14.60329065149180749),,1000324916,0.0036,3.64E-05
Point (121.05869626083679691 14.60327816314384819),,1000324916,0.0036,1.40E-06
Point (121.0586389041440043 14.60324069809569281),,1000324916,0.0036,6.92E-05
Point (121.05868048774627255 14.60321433379871081),,1000324916,0.0036,4.26E-05
Point (121.05873641052176026 14.60327122517244725),,1000324916,0.0036,3.21E-05
Point (121.05867905382896765 14.60315605481522461),,1000324916,0.0036,6.85E-05
Point (121.0587679567028232 14.6031421788645126),,1000324916,0.0036,6.22E-06
Point (121.05873497660444116 14.60310055100707949),,1000324916,0.0036,4.12E-05
Point (121.0587163356792928 14.60307418669331803),,1000324916,0.0036,6.93E-05
Point (121.05874644794302242 14.60302562084387645),,1000324916,0.0036,6.25E-05
Point (121.05877369237208541 14.60302839603556535),,1000324916,0.0036,3.66E-05
Point (121.0587995028838435 14.60303810920618695),,1000324916,0.0036,9.09E-06
Point (121.05878372979333335 14.60292710151635021),,1000324916,0.0036,7.02E-05
Point (121.05882531339561581 14.60292155113038781),,1000324916,0.0036,3.49E-05
Point (121.0588511239073739 14.60292432632338766),,1000324916,0.0036,1.03E-05
Point (121.05890131101357099 14.60294097748065134),,1000324916,0.0036,4.22E-05
Point (121.05881097422242476 14.60285772168175633),,1000324916,0.0036,7.48E-05
Point (121.05888410400572752 14.60278556663055127),,1000324916,0.0036,3.90E-05
Point (121.05892425369070509 14.60283552013006059),,1000324916,0.0036,1.85E-05
Point (121.05895723378905871 14.60272173714244204),,1000324916,0.0036,4.15E-07
Point (121.05900742089525579 14.60273006272889873),,1000324916,0.0036,4.94E-05
Point (121.05900742089525579 14.60265652003763748),,1000324916,0.0036,1.84E-05
Point (121.05888983967501815 14.60270092317492363),,1000324916,0.0036,6.95E-05
Point (121.0589514981197965 14.60258158972312792),,1000324916,0.0036,6.39E-05
Point (121.05899164780474564 14.6025538377483084),,1000324916,0.0036,3.92E-05
Point (121.05898591213548343 14.60250249658567867),,1000324916,0.0036,6.61E-05
Point (121.05903036357238989 14.60251359737861954),,1000324916,0.0036,2.11E-05
Point (121.05908915418251581 14.60248584539521133),,1000324916,0.0036,2.05E-05
Point (121.05909488985180644 14.60253857416067014),,1000324916,0.0036,4.79E-05
Point (121.05906621150541014 14.60242340341978284),,1000324916,0.0036,2.67E-05
Point (121.05912356819823117 14.60232904662324849),,1000324916,0.0036,7.99E-06
Point (121.05917232138709494 14.60232210862189994),,1000324916,0.0036,3.56E-05
Point (121.05921820674133471 14.60225689139859995),,1000324916,0.0036,5.69E-05
Point (121.05917232138709494 14.60222081377738945),,1000324916,0.0036,1.54E-06
Point (121.05913934128874132 14.60223052698367141),,1000324916,0.0036,2.63E-05
Point (121.05911926644624543 14.60221526337359066),,1000324916,0.0036,5.03E-05
Point (121.05915654829655637 14.60211535608146605),,1000324916,0.0036,4.88E-05
Point (121.05918522664298109 14.6021167436830499),,1000324916,0.0036,2.13E-05
Point (121.05921247107204408 14.60211119327664342),,1000324916,0.0036,2.49E-06
Point (121.05922537632793023 14.60217086013825494),,1000324916,0.0036,3.47E-05
Point (121.05928703477270858 14.6020806660388498),,1000324916,0.0036,6.25E-05
Point (121.0592454511703977 14.6020487511948307),,1000324916,0.0036,1.26E-05
Point (121.05921103715473919 14.60200434792585611),,1000324916,0.0036,3.48E-05
Point (121.05924114941844039 14.60199324710721669),,1000324916,0.0036,1.02E-05
Point (121.05927986518608463 14.60196410745561302),,1000324916,0.0036,1.65E-05
Point (121.05932718445765772 14.60193635540288071),,1000324916,0.0036,5.17E-05
Point (121.05935012713479182 14.60194051821102512),,1000324916,0.0036,7.48E-05
Point (121.05928416693804195 14.60188362649303961),,1000324916,0.0036,6.50E-06
Point (121.0592440172530786 14.60190166533204703),,1000324916,0.0036,3.82E-05
Point (121.05927986518608463 14.60182257195006272),,1000324916,0.0036,3.11E-05
Point (121.05932431662301951 14.60184477360402155),,1000324916,0.0036,1.83E-05
Point (121.05937593764652149 14.60180037029387812),,1000324916,0.0036,5.19E-05
Point (121.05941895516613727 14.60177955623916191),,1000324916,0.0036,8.55E-05
Point (121.05941178557954174 14.60172543968767478),,1000324916,0.0036,6.05E-05
Point (121.05936590022530197 14.60174625374751756),,1000324916,0.0036,2.43E-05
Point (121.05933435404425325 14.60177261822048678),,1000324916,0.0036,3.45E-06
Point (121.0593200148710622 14.60169213718783787),,1000324916,0.0036,3.71E-05
Point (121.05934725930012519 14.60169213718783787),,1000324916,0.0036,1.15E-05
Point (121.05934725930012519 14.60159778007758646),,1000324916,0.0036,4.32E-05
Point (121.05937880548118812 14.60161304373051472),,1000324916,0.0036,8.34E-06
Point (121.0594031820756129 14.60152146179701482),,1000324916,0.0036,1.62E-05
Point (121.05942755867005189 14.60155476432270305),,1000324916,0.0036,1.80E-05
Point (121.05946053876843393 14.60152978742890184),,1000324916,0.0036,4.06E-05
Point (121.05937880548118812 14.60149787250493603),,1000324916,0.0036,4.71E-05
Point (121.05944619959522868 14.60146318236493101),,1000324916,0.0036,4.75E-06
Point (121.05939457857169828 14.6014243294016417),,1000324916,0.0036,5.69E-05
Point (121.05941895516613727 14.60134801106089419),,1000324916,0.0036,5.96E-05
Point (121.05944763351254778 14.60135633669934663),,1000324916,0.0036,2.98E-05
Point (121.05949208494946845 14.60135356148656349),,1000324916,0.0036,1.11E-05
Point (121.05944333176056205 14.60124671576772393),,1000124273,0.0002,7.03E-05
Point (121.05950068845338308 14.60124949098186775),,1000124273,0.0002,1.52E-05
Point (121.05955374339421837 14.60120786276619143),,1000124273,0.0002,2.11E-05
Point (121.05946484052037704 14.60113570717370557),,1000124273,0.0002,8.67E-05
Point (121.05949782061873066 14.60116345932746462),,1000124273,0.0002,4.64E-05
Point (121.05953653638637491 14.60114542042792429),,1000124273,0.0002,1.58E-05
Point (121.05952076329586475 14.60104273743308312),,1000124272,0.0007,5.82E-05
Point (121.05952936679975096 14.60094560482629156),,1000124272,0.0007,6.80E-05
Point (121.05959962874845814 14.60089981372536094),,1000124272,0.0007,7.57E-06
Point (121.05966415502786049 14.60085263500532982),,1000124272,0.0007,4.69E-05
Point (121.05960679833506788 14.60077492885617545),,1000124272,0.0007,2.40E-05
Point (121.05958098782333821 14.60070693595312363),,1000124272,0.0007,6.21E-05
Point (121.05964551410271213 14.60060564036471931),,1000124272,0.0007,1.78E-05
Point (121.05970287079553316 14.60064588108350492),,1000124272,0.0007,4.61E-05
Point (121.05960966616973451 14.6005431978554796),,1000124272,0.0007,6.47E-05
Point (121.05970573863017137 14.600530709351494),,1000124272,0.0007,2.73E-05
Point (121.05965124977200276 14.6005348721862287),,1000124272,0.0007,2.54E-05
Point (121.05963977843344992 14.60044606502807163),,1000124272,0.0007,5.34E-05
Point (121.05970573863017137 14.60038917292354554),,1000124271,0.0007,6.42E-07
Point (121.05973585089388678 14.60048630577605522),,1000124272,0.0007,4.85E-05
Point (121.05967562636644175 14.60021294606731956),,1000124271,0.0007,6.34E-05
Point (121.05970287079553316 14.60021849652163795),,1000124271,0.0007,3.56E-05
Point (121.05970430471286647 14.60027400105709816),,1000124271,0.0007,2.33E-05
Point (121.05974875614977293 14.6002712258306655),,1000124271,0.0007,1.97E-05
Point (121.0597946415040127 14.6001921318623662),,1000124271,0.0007,4.92E-05
Point (121.05976309532296398 14.60010887502290977),,1000124271,0.0007,1.97E-06
Point (121.05970000296088074 14.60009222365125225),,1000124271,0.0007,6.32E-05
Point (121.05979177366937449 14.59999370300972465),,1000124271,0.0007,7.52E-06
Point (121.05978173624812655 14.59992432224978032),,1000124271,0.0007,1.59E-05
Point (121.05972294563801483 14.59995207455638422),,1000124271,0.0007,6.81E-05
Point (121.05968709770499459 14.5999159965571188),,1000124271,0.0007,0.000110351
Point (121.05973871872852499 14.5997480950211358),,1000124271,0.0007,9.26E-05
Point (121.05976452924028308 14.59973699408861947),,1000124270,0.0001,6.89E-05
Point (121.05979607542134602 14.59973421885540468),,1000124270,0.0001,3.81E-05
Point (121.05981615026381348 14.59981608822056387),,1000124271,0.0007,3.38E-06
Point (121.0598204520157708 14.59989240709287017),,1000124271,0.0007,1.58E-05
Point (121.05983192335432364 14.59963986090521892),,1000124270,0.0001,1.51E-05
Point (121.05979750933865091 14.59955937909216495),,1000124269,0.0039,5.39E-05
Point (121.05976883099225461 14.59956354194529382),,1000124269,0.0039,8.26E-05
Point (121.05980181109060823 14.59947334677671371),,1000124269,0.0039,5.05E-05
Point (121.05977600057883592 14.59940119061522701),,1000124269,0.0039,7.71E-05
Point (121.0598204520157708 14.5993553991927687),,1000124269,0.0039,3.31E-05
Point (121.05988211046053493 14.59933319728754597),,1000124269,0.0039,2.83E-05
Point (121.05986920520464878 14.59927214203660562),,1000124269,0.0039,1.48E-05
Point (121.05981041459452285 14.59923328868628012),,1000124269,0.0039,4.44E-05
Point (121.05984196077558579 14.59918888484894062),,1000124269,0.0039,1.34E-05
Point (121.05981901809845169 14.59900988178874393),,1000124269,0.0039,3.82E-05
Point (121.05983622510629516 14.59889054633435634),,1000124269,0.0039,2.22E-05
Point (121.05986777128734388 14.59878924990949223),,1000124269,0.0039,8.30E-06
Point (121.05983335727162853 14.59843401824271858),,1000124269,0.0039,2.98E-05
Point (121.05981328242913264 14.59823420017806583),,1000124269,0.0039,5.20E-05
Point (121.0598247537677139 14.59814261683778192),,1000124269,0.0039,4.15E-05
Point (121.05983048943703295 14.59792337171675669),,1000124269,0.0039,3.80E-05
Point (121.05991365664155524 14.59790672017964752),,1000124269,0.0039,4.50E-05
Point (121.05984196077558579 14.59779848515774248),,1000124269,0.0039,2.78E-05
Point (121.05983048943703295 14.59747655503422337),,1000124269,0.0039,7.96E-06
Point (121.05983909294091916 14.59741272400550471),,1000124269,0.0039,1.15E-05
Point (121.05976166140563066 14.59744602715321982),,1000124269,0.0039,7.05E-05
Point (121.05973298305923436 14.59699920950122731),,1000124269,0.0039,2.20E-05
Point (121.05963547668146418 14.59662454803765463),,1000124269,0.0039,5.37E-05
Point (121.05964121235072639 14.596477458547918),,1000124269,0.0039,2.28E-05
Point (121.05958672349257199 14.59632481840743168),,1000124269,0.0039,4.83E-05
Point (121.05961253400433009 14.59632481840743168),,1000124269,0.0039,2.34E-05
Point (121.05964694802001702 14.59619715566316067),,1000124269,0.0039,4.33E-05
Point (121.0595924591618342 14.59605284116739732),,1000124269,0.0039,2.87E-05
Point (121.05962974101217355 14.5960084366881091),,1000124269,0.0039,7.63E-05
Point (121.05951215979193591 14.5959723580420988),,1000124269,0.0039,2.77E-05
Point (121.05941829830410938 14.59579298640212563),,1000124268,0.0002,7.09E-05
Point (121.05947167796331598 14.59581769190983103),,1000124269,0.0039,2.61E-05
Point (121.05953666189624585 14.59583116764015287),,1000124269,0.0039,3.31E-05
Point (121.05941133573988111 14.59569191838716762),,1000124268,0.0002,4.92E-05
Point (121.05936259779018371 14.59561555585618819),,1000124268,0.0002,7.45E-05
Point (121.05939508975663443 14.59554143925665848),,1000064639,0.0006,1.80E-05
Point (121.05925815932651801 14.59535951658832786),,1000064639,0.0006,7.57E-05
Point (121.05927440530976469 14.59533031910903667),,1000064639,0.0006,4.96E-05
Point (121.05930921813097711 14.59531010546725582),,1000064639,0.0006,9.73E-06
Point (121.05923262992432399 14.59506529565824096),,1000064639,0.0006,1.23E-05
Point (121.05920013795784485 14.5951012310601218),,1000064639,0.0006,3.14E-05
Point (121.05910034120370256 14.59489684838378132),,1000044982,0.0046,5.69E-05
Point (121.05912587060593921 14.59489460241925229),,1000044982,0.0046,3.20E-05
Point (121.05922334650533401 14.59489235645470018),,1000044982,0.0046,6.13E-05
Point (121.0590840952204843 14.59474187677737866),,1000044982,0.0046,2.37E-05
Point (121.05909337863946007 14.59467898971755773),,1000044982,0.0046,4.85E-06
Point (121.05897501504732361 14.59451728005265458),,1000044982,0.0046,5.68E-05
Point (121.0590307155612777 14.59450829617889767),,1000044982,0.0046,1.07E-06
Point (121.05894948564511537 14.59430166698123976),,1000044982,0.0046,1.33E-05
Point (121.05889842684065627 14.59428369921575985),,1000044982,0.0046,5.62E-05
Point (121.05885665145518715 14.59394231139276421),,1000044982,0.0046,1.13E-05
Point (121.05881951777925565 14.59390637580163919),,1000044982,0.0046,1.27E-05
Point (121.05884736803619717 14.59377161728265904),,1000044982,0.0046,5.61E-05
Point (121.05890538940489876 14.59389963787765154),,1000044982,0.0046,7.10E-05
Point (121.05875221299154987 14.59358070923951267),,1000044982,0.0046,2.57E-05
Point (121.05859439486870599 14.59334038946737699),,1000044982,0.0046,4.87E-05
Point (121.05862224512570435 14.5933269135845407),,1000044982,0.0046,1.81E-05
Point (121.05863849110892261 14.59322359845532269),,1000044982,0.0046,2.98E-05
Point (121.05853869435478032 14.59305290378774345),,1000044982,0.0046,1.14E-05
Point (121.05853637350003282 14.59295857246727302),,1000044982,0.0046,1.60E-05
Point (121.05854797777378451 14.59288670095787488),,1000044982,0.0046,4.96E-05
Point (121.05845978529336548 14.59286873307686427),,1000044982,0.0046,2.85E-05
Point (121.05848299384082623 14.59281932139651161),,1000044982,0.0046,9.05E-06
Point (121.0584481810196138 14.59270926806855506),,1000044982,0.0046,1.05E-05
Point (121.05838087623193644 14.59257900079292725),,1000044982,0.0046,1.25E-05
Point (121.05835534682969978 14.59241279760516896),,1000044982,0.0046,1.55E-05
Point (121.05826251263978577 14.59221515040770711),,1000044982,0.0046,1.06E-05
Point (121.05822073725434507 14.59200178107483659),,1000044982,0.0046,1.67E-05
Point (121.05822537896384006 14.59194787721064124),,1000044982,0.0046,3.80E-05
Point (121.05817199930464767 14.59175472158887565),,1000044982,0.0046,4.79E-05
Point (121.0581093362264653 14.59168734168093273),,1000044982,0.0046,9.59E-06
Point (121.05809773195274204 14.59176145957853521),,1000044982,0.0046,2.47E-05
Point (121.05805363571251121 14.59161771575439381),,1000044982,0.0046,2.14E-05
Point (121.05809076938847113 14.59156830379317427),,1000044982,0.0046,2.93E-05
Point (121.05821377469010258 14.5916738656968672),,1000044982,0.0046,0.000112984
Point (121.05838783879616471 14.59219044449553593),,1000044982,0.0046,0.000116102
Point (121.05800257690808053 14.59148744783268192),,1000044982,0.0046,2.90E-05
Point (121.05802114374604628 14.59144028184200614),,1000044982,0.0046,3.41E-06
Point (121.05796080152262562 14.59134819583111131),,1000044982,0.0046,2.50E-05
Point (121.05773335775732846 14.5905980303069267),,1000124282,0.0016,3.92E-06
Point (121.05769158237188776 14.59048572985873271),,1000124282,0.0016,6.29E-06
Point (121.05765909040542283 14.59032626312385439),,1000124282,0.0016,1.57E-05
Point (121.05759874818197375 14.5902790968843572),,1000124282,0.0016,2.57E-05
Point (121.05765909040542283 14.59016904228622735),,1000124282,0.0016,6.76E-05
Point (121.05757786048923208 14.5899556709698377),,1000124282,0.0016,6.13E-05
Point (121.05746413860661903 14.58990625863549973),,1000124282,0.0016,3.17E-05
Point (121.05749895142784567 14.58966593485119567),,1000124282,0.0016,7.00E-05
Point (121.05742932578542082 14.58962999856183806),,1000124282,0.0016,1.35E-05
Point (121.05738058783570921 14.58962999856183806),,1000124282,0.0016,3.32E-05
Point (121.05737362527148093 14.58951320558090536),,1000124282,0.0016,6.69E-06
Point (121.05737130441673344 14.58946154712726262),,1000124282,0.0016,5.77E-06
Point (121.05742932578542082 14.58944133294644274),,1000124282,0.0016,6.71E-05
Point (121.05732720817653103 14.58944357896663035),,1000124282,0.0016,3.14E-05
Point (121.05732720817653103 14.58932903190814123),,1000124282,0.0016,1.17E-06
Point (121.05725990338885367 14.58919427058653184),,1000128241,0.0023,2.50E-05
Point (121.05736202099774346 14.58917405638116982),,1000124282,0.0016,7.86E-05
Point (121.05739219210946089 14.58928411147676485),,1000124282,0.0016,7.62E-05
Point (121.05727382851732443 14.58910442965963306),,1000128241,0.0023,1.42E-05
Point (121.05733417074080194 14.58909095351744156),,1000128241,0.0023,7.58E-05
Point (121.05731328304806027 14.5890258188185058),,1000128241,0.0023,7.45E-05
Point (121.05727150766260536 14.5889741602505012),,1000128241,0.0023,4.94E-05
Point (121.05723205313186952 14.58890902551702595),,1000128241,0.0023,3.03E-05
Point (121.05718795689168132 14.5889921284494406),,1000128241,0.0023,3.58E-05
Point (121.05718563603693383 14.58887084307809623),,1000128241,0.0023,3.16E-06
Point (121.05714153979671721 14.58883041460612873),,1000128241,0.0023,3.38E-05
Point (121.05719027774642882 14.58876527983012217),,1000128241,0.0023,3.16E-05
Point (121.05711136868501399 14.58873158942118486),,1000128241,0.0023,3.43E-05
Point (121.0570533473163124 14.58865971653152727),,1000128241,0.0023,6.92E-05
Point (121.0570997644112623 14.58862602610642156),,1000128241,0.0023,1.50E-05
Point (121.05706263073530238 14.58860131979140107),,1000128241,0.0023,4.35E-05
Point (121.05707191415430657 14.58854741509447273),,1000128241,0.0023,1.91E-05
Point (121.05703245962358494 14.58849800244401251),,1000128241,0.0023,4.27E-05
Point (121.05707191415430657 14.58845981993380114),,1000128241,0.0023,6.07E-06
Point (121.05696747569062666 14.58817008184635711),,1000128241,0.0023,1.07E-05
Point (121.05694890885266091 14.58806451826233896),,1000128241,0.0023,1.90E-06
Point (121.05682126184153447 14.58760408076151016),,1000128241,0.0023,3.27E-05
Point (121.05671450252314969 14.58732332571523216),,1000128241,0.0023,2.46E-05
Point (121.05657060952880499 14.58708973724387192),,1000128241,0.0023,3.41E-05
Point (121.05659613893101323 14.58703134008730906),,1000128241,0.0023,9.23E-06
Point (121.05652187157909339 14.58695497455150836),,1000128240,0.0012,3.63E-05
Point (121.05652187157909339 14.58690556154363094),,1000128240,0.0012,2.11E-05
Point (121.05647545448411506 14.58686288666428865),,1000128240,0.0012,5.23E-05
Point (121.05646617106513929 14.58682470387047303),,1000128240,0.0012,4.94E-05
Point (121.05644528337242605 14.58676181454860377),,1000128240,0.0012,5.00E-05
Point (121.05645688764614931 14.58669443311236691),,1000128240,0.0012,1.83E-05
Point (121.05647545448411506 14.58661806745971212),,1000128240,0.0012,2.27E-05
Point (121.05642207482493689 14.58668769496761008),,1000128240,0.0012,4.94E-05
Point (121.05639886627746193 14.58660009906700061),,1000128240,0.0012,4.47E-05
Point (121.0563733368752537 14.58655517807881097),,1000128240,0.0012,5.52E-05
Point (121.05641743311542768 14.58651699523163892),,1000128240,0.0012,1.52E-06
Point (121.05637797858472027 14.58648330447864261),,1000128240,0.0012,2.88E-05
Point (121.05634084490876035 14.58647207422649039),,1000128240,0.0012,6.07E-05
Point (121.05640350798694271 14.58643164531402903),,1000128240,0.0012,1.14E-05
Point (121.05632924063503708 14.58640918480389814),,1000128240,0.0012,5.24E-05
Point (121.05636173260150201 14.58633057300038693),,1000128240,0.0012,2.58E-06
Point (121.05632691978028959 14.58631260458421508),,1000128240,0.0012,2.51E-05
Point (121.0563129946517904 14.58625869932689945),,1000128240,0.0012,2.18E-05
Point (121.05629210695907716 14.5862137782690553),,1000128240,0.0012,2.79E-05
Point (121.05627354012108299 14.58624297695769556),,1000128240,0.0012,5.45E-05
Point (121.05634548661825534 14.58620479405638903),,1000128240,0.0012,2.56E-05
Point (121.05628746524958217 14.58605206238493501),,1000128240,0.0012,1.72E-05
Point (121.0562665775568405 14.58613067428787069),,1000128240,0.0012,2.68E-05
Point (121.05622480217138559 14.58610596769283418),,1000128240,0.0012,5.90E-05
Point (121.05622712302613309 14.58600938734014107),,1000128240,0.0012,2.72E-05
Point (121.05618534764069238 14.58600714128492903),,1000128240,0.0012,6.62E-05
Point (121.05623872729987056 14.58596895834272189),,1000128240,0.0012,3.72E-06
Point (121.05623176473562808 14.58585665553314215),,1000128240,0.0012,2.41E-05
Point (121.05615517652894653 14.58588585426914719),,1000128240,0.0012,5.78E-05
Point (121.05615517652894653 14.5858184725648421),,1000128239,0.0003,3.55E-05
Point (121.05612268456249581 14.58579376593476873),,1000128239,0.0003,5.78E-05
Point (121.05615981823845573 14.58571290785330454),,1000128239,0.0003,4.23E-06
Point (121.05614125140048998 14.58556466796019713),,1000128238,0.0002,3.58E-05
Point (121.05608555088653588 14.58548605585516711),,1000128238,0.0002,6.80E-06
Point (121.05604609635584268 14.58552873100136971),,1000128238,0.0002,4.38E-05
