wkt_geom,id,join_segment_id,join_length,distance
Point (121.056029850372596 14.58536027642873201),,1000128237,0.0006,7.08E-06
Point (121.05599271669663608 14.58536926067586137),,1000128237,0.0006,4.51E-05
Point (121.05603217122732929 14.58527717212542107),,1000128237,0.0006,2.29E-05
Point (121.0559834332776461 14.58527717212542107),,1000128237,0.0006,2.30E-05
Point (121.05591148678044533 14.58507053426234279),,1000128237,0.0006,2.17E-05
Point (121.05585810712123873 14.58484368160238276),,1000128237,0.0006,3.90E-06
Point (121.05576063122184394 14.58471340967222929),,1000128235,0.0003,4.25E-05
Point (121.05574206438384977 14.58461009050038726),,1000128235,0.0003,2.26E-05
Point (121.05575598951234895 14.58454944661609076),,1000128235,0.0003,1.22E-05
Point (121.05569564728891407 14.58448655664435734),,1000128235,0.0003,2.14E-05
Point (121.05570957241738483 14.58443040486870146),,1000128235,0.0003,1.19E-05
Point (121.05564923019396417 14.5843832373661062),,1000124292,0.0025,1.77E-05
Point (121.05567475959617241 14.58422601228441096),,1000124292,0.0025,9.61E-05
Point (121.05563530506546499 14.58414515362726682),,1000124292,0.0025,0.000108056
Point (121.05557264198728262 14.58398119014802319),,1000124292,0.0025,0.000121009
Point (121.0554380324119137 14.5837902736142464),,1000124292,0.0025,8.03E-05
Point (121.05526164745113249 14.58336576449305255),,1000124292,0.0025,0.000120508
Point (121.05511775445678779 14.5833096124316075),,1000124292,0.0025,2.67E-05
Point (121.05497618231716217 14.58307377361721535),,1000124292,0.0025,2.97E-05
Point (121.05505509137860543 14.58302885190964737),,1000124292,0.0025,0.00012045
Point (121.05490887752948481 14.58297045367612377),,1000124292,0.0025,2.72E-05
Point (121.05429153016660848 14.58192826721206181),,1000096257,0.0038,6.61E-05
Point (121.05463501666926618 14.58243139232768293),,1000124292,0.0025,7.99E-05
Point (121.05313342364756579 14.58034027102752361),,1000096257,0.0038,2.03E-05
Point (121.05314270706655577 14.58031556378286631),,1000096257,0.0038,4.21E-05
Point (121.0531659156140023 14.5802504264881776),,1000096257,0.0038,9.86E-05
Point (121.05311949851906661 14.58025267260211422),,1000096257,0.0038,5.93E-05
Point (121.05309396911682995 14.58026839539898845),,1000096257,0.0038,2.94E-05
Point (121.05309164826209667 14.58020775031915939),,1000096257,0.0038,6.23E-05
Point (121.05305219373138925 14.58016956637143835),,1000096257,0.0038,5.20E-05
Point (121.0530266643291526 14.5801785508303432),,1000096257,0.0038,2.60E-05
Point (121.05298953065319267 14.58012239795631437),,1000096257,0.0038,2.79E-05
Point (121.05297328466997442 14.58008196787815614),,1000096257,0.0038,3.78E-05
Point (121.05293615099398608 14.58002806109573868),,1000096257,0.0038,3.84E-05
Point (121.05287116706108463 14.5799314780775866),,1000096257,0.0038,4.08E-05
Point (121.0528317125303488 14.57989104796437907),,1000096257,0.0038,3.18E-05
Point (121.05287580877057962 14.57989778631709221),,1000096257,0.0038,6.40E-05
Point (121.05293847184873357 14.57988206349376981),,1000096257,0.0038,0.0001243
Point (121.05280850398288806 14.57979671100473418),,1000096257,0.0038,6.71E-05
Point (121.05275048261420068 14.5797607731047183),,1000096257,0.0038,4.02E-05
Point (121.05281314569238305 14.57969788176557557),,1000096257,0.0038,0.00012768
Point (121.05268317782652332 14.57968665116741747),,1000096257,0.0038,2.78E-05
Point (121.05269014039075159 14.57963723652867749),,1000096257,0.0038,6.19E-05
Point (121.05259962705558507 14.57948674642427633),,1000096257,0.0038,7.44E-05
Point (121.05265532756953917 14.57948450030254151),,1000096257,0.0038,0.000121268
Point (121.0525439265416594 14.57947326969349255),,1000096257,0.0038,3.66E-05
Point (121.05252303884893195 14.57932502560046117),,1000096257,0.0038,0.000104745
Point (121.05246037577073537 14.57930705661271986),,1000096257,0.0038,6.38E-05
Point (121.05238146670933475 14.57921047327843489),,1000096257,0.0038,5.48E-05
Point (121.05240235440204799 14.57919025815660241),,1000096257,0.0038,8.35E-05
Point (121.05223525286021413 14.57899259908978173),,1000124283,0.0018,6.41E-05
Point (121.0522979159383965 14.57906896738662184),,1000124283,0.0018,6.90E-05
Point (121.05217723149154097 14.57890050787309377),,1000124283,0.0018,7.23E-05
Point (121.05217258978203176 14.57882638564632494),,1000124283,0.0018,0.000112714
Point (121.05211688926807767 14.5788421085450004),,1000124283,0.0018,5.86E-05
Point (121.0521029641395927 14.57879044758800546),,1000124283,0.0018,7.82E-05
Point (121.05210064328485942 14.57872081758333493),,1000124283,0.0018,0.000117751
Point (121.05202173422341616 14.57872081758333493),,1000124283,0.0018,5.43E-05
Point (121.05200548824019791 14.57863321851392691),,1000124283,0.0018,9.34E-05
Point (121.05194514601677724 14.57861300333911991),,1000124283,0.0018,5.70E-05
Point (121.05192657917878307 14.57864894142638157),,1000124283,0.0018,2.07E-05
Point (121.05190569148605562 14.57852540422685017),,1000124283,0.0018,7.74E-05
Point (121.05194746687149632 14.57850743517388103),,1000124283,0.0018,0.000121705
Point (121.05184302840785904 14.57838165176200818),,1000124283,0.0018,0.00011267
Point (121.05178036532967667 14.57835245203112429),,1000124283,0.0018,7.97E-05
Point (121.05178964874868086 14.57829405255773025),,1000124283,0.0018,0.000121928
Point (121.05175019421794502 14.57826036054682461),,1000124283,0.0018,0.000110284
Point (121.05159933865937205 14.57821993012692197),,1000124283,0.0018,1.31E-05
Point (121.05164111404482696 14.57815479221259736),,1000124283,0.0018,8.55E-05
Point (121.0514763333577406 14.57787177898187281),,1000124283,0.0018,8.11E-05
Point (121.05139510344156406 14.57793467084234607),,1000124283,0.0018,2.03E-05
Point (121.05131851523489672 14.57779316413103388),,1000124283,0.0018,2.04E-05
Point (121.05124192702822938 14.57778193343577833),,1000124283,0.0018,8.25E-05
Point (121.05120711420701696 14.57756855011694164),,1000147998,0.0013,1.12E-05
Point (121.05108410890538551 14.5775730423994716),,1000147998,0.0013,8.99E-05
Point (121.05116069711205284 14.57761347293807219),,1000147998,0.0013,5.29E-05
Point (121.05116765967630954 14.57764941118839452),,1000147998,0.0013,6.90E-05
Point (121.05111428001710294 14.57752811957008277),,1000147998,0.0013,3.88E-05
Point (121.05105393779366807 14.57743153545588832),,1000147998,0.0013,2.90E-05
Point (121.05100519984395646 14.5774607353088399),,1000147998,0.0013,8.55E-05
Point (121.05093557420154582 14.57740233559908027),,1000147998,0.0013,0.000106038
Point (121.05098199129649572 14.57739784331307753),,1000147998,0.0013,6.62E-05
Point (121.05093789505629331 14.57733270515568336),,1000147998,0.0013,6.23E-05
Point (121.05087059026858753 14.57732147443694437),,1000147998,0.0013,0.000109402
Point (121.05087291112336345 14.57724959782346552),,1000147998,0.0013,6.44E-05
Point (121.05086826941384004 14.57719344420286056),,1000147998,0.0013,3.43E-05
Point (121.0508009646261911 14.57714178285926288),,1000147998,0.0013,5.71E-05
Point (121.0507940020619202 14.57709236764972971),,1000147998,0.0013,3.30E-05
Point (121.05071741385526707 14.57710584452615699),,1000147998,0.0013,0.000102292
Point (121.05074294325746109 14.57700701407983779),,1000147998,0.0013,2.25E-05
Point (121.05065242992232299 14.57700252178577038),,1000147998,0.0013,9.22E-05
Point (121.05062922137484804 14.57691716818108496),,1000147998,0.0013,5.94E-05
Point (121.05051782034696828 14.57684304528704722),,1000147998,0.0013,0.000103946
Point (121.05053174547543904 14.57680710690518922),,1000147998,0.0013,7.12E-05
Point (121.05055263316818071 14.57671276862494025),,1000147998,0.0013,2.16E-06
Point (121.05049461179950754 14.57669030712369818),,1000147998,0.0013,3.07E-05
Point (121.05045283641403842 14.57668806097345104),,1000147997,0.0008,6.28E-05
Point (121.05037856906211857 14.57665886101811026),,1000147997,0.0008,0.000104853
Point (121.0504110610285835 14.5766071995491604),,1000147997,0.0008,4.79E-05
Point (121.05036464393361939 14.5765959687934501),,1000147997,0.0008,7.84E-05
Point (121.05035071880513442 14.57651510733536959),,1000147997,0.0008,4.12E-05
Point (121.05028805572695205 14.5764769227476183),,1000147997,0.0008,6.85E-05
Point (121.05019986324653303 14.57637584586577084),,1000147997,0.0008,7.87E-05
Point (121.05016272957057311 14.57635787663746463),,1000147997,0.0008,9.77E-05
Point (121.05000026973823424 14.57611529191206223),,1000147997,0.0008,8.28E-05
Point (121.04988654785562119 14.5759131377701987),,1000147996,0.0018,5.23E-05
Point (121.04987262272712201 14.57593559935067518),,1000147996,0.0018,7.70E-05
Point (121.04980531793943044 14.57589516850416977),,1000147996,0.0018,0.000106492
Point (121.04974033400650058 14.57580307599276814),,1000147996,0.0018,0.000103132
Point (121.04974497571599557 14.57576713744128583),,1000147996,0.0018,7.78E-05
Point (121.04966838750932823 14.57570199880180795),,1000147996,0.0018,9.99E-05
Point (121.04969855862104566 14.57565033710851488),,1000147996,0.0018,4.48E-05
Point (121.04960340357639836 14.5755559983329892),,1000147996,0.0018,6.42E-05
Point (121.04960340357639836 14.57560766004839437),,1000147996,0.0018,9.52E-05
Point (121.04965678323560496 14.57557172146504243),,1000147996,0.0018,3.10E-05
Point (121.04950824853173685 14.57548636730609992),,1000147996,0.0018,9.85E-05
Point (121.04958715759318011 14.57540550544080737),,1000147996,0.0018,1.32E-05
Point (121.04950128596750858 14.57535833600569219),,1000147996,0.0018,2.71E-05
Point (121.04945022716303527 14.57533138203822354),,1000147996,0.0018,5.18E-05
Point (121.04941309348710377 14.57534036669441058),,1000147996,0.0018,8.68E-05
Point (121.04933882613516971 14.57522131997020587),,1000147996,0.0018,7.47E-05
Point (121.04932025929717554 14.57518088899263731),,1000147996,0.0018,6.53E-05
Point (121.04926455878324987 14.57514495033968238),,1000147996,0.0018,8.82E-05
Point (121.04940381006809957 14.57515168883755763),,1000147996,0.0018,1.91E-05
Point (121.04943630203456451 14.57515168883755763),,1000147996,0.0018,4.50E-05
Point (121.0492459919452557 14.57506184218227574),,1000147996,0.0018,5.31E-05
Point (121.04927152134749235 14.57502814967710059),,1000147996,0.0018,1.25E-05
Point (121.04921117912404327 14.57505061134778934),,1000147996,0.0018,7.42E-05
Point (121.04935275126364047 14.57505510368165247),,1000147996,0.0018,3.63E-05
Point (121.04917868715757834 14.57494953381165104),,1000147996,0.0018,3.95E-05
Point (121.04916708288384086 14.57490236427893038),,1000147996,0.0018,2.04E-05
Point (121.04915779946486509 14.57480802518317553),,1000147996,0.0018,2.88E-05
Point (121.04900462305151621 14.57483048687630678),,1000147996,0.0018,0.000107159
Point (121.04900926476099698 14.57480353284428709),,1000147996,0.0018,8.73E-05
Point (121.04901390647049197 14.57475860945023527),,1000147996,0.0018,5.66E-05
Point (121.0489605268113138 14.57475860945023527),,1000147996,0.0018,9.92E-05
Point (121.04894660168281462 14.57466651646382516),,1000147996,0.0018,5.51E-05
Point (121.04890018458786471 14.57463507006940517),,1000147995,0.002,7.36E-05
Point (121.04896284766606129 14.57459014664102881),,1000147995,0.002,3.52E-06
Point (121.04848010987853968 14.57394324825686205),,1000147995,0.002,1.68E-06
Point (121.04843369278360399 14.57394324825686205),,1000147995,0.002,3.54E-05
Point (121.04840120081713906 14.57383767785420581),,1000147995,0.002,1.99E-06
Point (121.04832925431996671 14.57380847752114228),,1000147995,0.002,3.80E-05
Point (121.0482781955155076 14.573761307744169),,1000147995,0.002,5.05E-05
Point (121.04830836662722504 14.57370290705393323),,1000147995,0.002,8.72E-06
Point (121.04822481585632943 14.57359733653614065),,1000147995,0.002,5.33E-06
Point (121.04814358594013868 14.57356588998914404),,1000147995,0.002,4.07E-05
Point (121.04812501910217293 14.57348502741915297),,1000147995,0.002,6.99E-06
Point (121.0480391474765014 14.57341764192147515),,1000147995,0.002,3.52E-05
Point (121.04793935072238753 14.57326714756894859),,1000147995,0.002,2.46E-05
Point (121.0479996929458224 14.57326040901345365),,1000147995,0.002,2.77E-05
Point (121.04791150046540338 14.57315933065619618),,1000147995,0.002,1.79E-05
Point (121.04791150046540338 14.57310991455356231),,1000147995,0.002,4.76E-05
Point (121.04785115824196851 14.57311216074028337),,1000147995,0.002,1.97E-06
Point (121.0477536823425595 14.57291000384342183),,1000147994,0.0006,2.91E-05
Point (121.04764228131467974 14.57290775765464019),,1000147994,0.0006,6.76E-05
Point (121.04767941499063966 14.57288529576554836),,1000147994,0.0006,2.43E-05
Point (121.04773279464984626 14.57283587960145255),,1000147994,0.0006,4.63E-05
Point (121.04763763960519896 14.57283363341192128),,1000147994,0.0006,3.62E-05
Point (121.04758193909124486 14.57280892532545913),,1000147994,0.0006,7.33E-05
Point (121.04756569310802661 14.57271458533355002),,1000147994,0.0006,4.23E-05
Point (121.04758193909124486 14.57267864627838172),,1000147994,0.0006,1.09E-05
Point (121.04762139362195228 14.57267640008724641),,1000147994,0.0006,2.49E-05
Point (121.04762139362195228 14.57258430623069856),,1000147994,0.0006,6.90E-05
Point (121.04748910490133085 14.57261799910950018),,1000147994,0.0006,6.33E-05
Point (121.04754016370576153 14.57255285953915092),,1000147994,0.0006,1.27E-05
Point (121.04746821720858918 14.57253264380650037),,1000147994,0.0006,4.08E-05
Point (121.04745893378961341 14.57246750421093573),,1000147993,0.0002,1.87E-05
Point (121.04745661293486592 14.57236642549002603),,1000147993,0.0002,2.49E-05
Point (121.04740091242091182 14.57234620974029049),,1000147993,0.0002,1.56E-05
Point (121.04734521190698615 14.57236417929569683),,1000147993,0.0002,7.34E-05
Point (121.04740323327565932 14.57229903965033735),,1000096226,0.0005,6.82E-06
Point (121.04737770387345108 14.57222716139863294),,1000096226,0.0005,1.42E-05
Point (121.04731271994052122 14.57225636194121776),,1000096226,0.0005,5.70E-05
Point (121.04726166113609054 14.57220020704818708),,1000096226,0.0005,7.94E-05
Point (121.04730343652153124 14.57218672987173136),,1000096226,0.0005,3.59E-05
Point (121.04733592848801038 14.57214180594427688),,1000096226,0.0005,1.26E-05
Point (121.04721756489585971 14.57210362059872644),,1000096226,0.0005,7.84E-05
Point (121.04727558626453288 14.57209463581058451),,1000096226,0.0005,2.20E-05
Point (121.04727790711930879 14.57203174228328457),,1000096226,0.0005,6.74E-06
Point (121.0472198857506072 14.57204072707399511),,1000096226,0.0005,4.96E-05
Point (121.04722452746010219 14.57199580311677067),,1000096226,0.0005,2.64E-05
Point (121.04715258096292985 14.57198007972957399),,1000096226,0.0005,8.48E-05
Point (121.04716418523665311 14.57194638675324327),,1000096226,0.0005,6.00E-05
Point (121.0471711478008956 14.57189472417953446),,1000096225,0.0014,3.18E-05
Point (121.0472198857506072 14.57189921657773368),,1000096226,0.0005,1.04E-05
Point (121.04714561839868736 14.57183183059519926),,1000096225,0.0014,2.82E-05
Point (121.04711080557747493 14.5718857393828678),,1000096225,0.0014,8.26E-05
Point (121.04705974677301583 14.57177342939366937),,1000096225,0.0014,8.12E-05
Point (121.04711544728696992 14.57177342939366937),,1000096225,0.0014,3.08E-05
Point (121.04714097668920658 14.57177118319329878),,1000096225,0.0014,6.73E-06
Point (121.04721756489585971 14.57183407679494813),,1000096225,0.0014,3.60E-05
Point (121.04713633497971159 14.5716701041530623),,1000096225,0.0014,3.19E-05
Point (121.04709455959422826 14.57170828957371),,1000096225,0.0014,2.21E-05
Point (121.04703885908030259 14.57169256616600528),,1000096225,0.0014,6.59E-05
Point (121.04699244198533847 14.57164988833944719),,1000096225,0.0014,8.98E-05
Point (121.04699244198533847 14.5715982256962242),,1000096225,0.0014,6.79E-05
Point (121.0470272548065509 14.57158924088748364),,1000096225,0.0014,3.25E-05
Point (121.04706670933725832 14.57158025607836294),,1000096225,0.0014,7.00E-06
Point (121.04699940454958096 14.57149939277983464),,1000096225,0.0014,1.97E-05
Point (121.04703189651604589 14.57148591556052963),,1000096225,0.0014,1.55E-05
Point (121.0469320997619036 14.57149490037348016),,1000096225,0.0014,7.87E-05
Point (121.04692977890715611 14.57139382120653082),,1000096225,0.0014,4.76E-05
Point (121.04695762916412605 14.57142976047120797),,1000096225,0.0014,3.02E-05
Point (121.04699476284008597 14.57142526806344129),,1000096225,0.0014,6.86E-06
Point (121.04687407839323043 14.57135788193600057),,1000096225,0.0014,9.19E-05
